"Food ID","Name","Optional Name","Description","Scientific Name","Derivation","Nitrogen Factor","Fat Factor","Specific Gravity","Sampling details","Inedible Portion","Edible Portion","Group","Sub Group","Sort Order"
"08E30142","Bacon, Middle Rasher, Grilled, 75% Trimmed","","Cured, smoked and cooked pork middle rasher containing salt, sugar, mineral salts, antioxidant, nitrite, water added. Grilled after removing 75% of fat.","","Analysed","6.25","0.912","0.000","Majority of nutrients (proximates, vitamins, minerals and fatty acids) are derived from a composite sample of 6 subsamples of lean and fat portions of grilled bacon analysed separately. The data was recombined to represent grilled bacon trimmed of 75% separable fat. Brands of lean/fat middle bacon rashers analysed included 1 x Castle Bacon Co., 1 x Dandy Meats, 1 x Chapmans, 3 x unknown. Samples purchased in Adelaide in 1988 by AGAL. Amino acids derived from bacon.","removed fat, rind, cartilage","As cooked 73% (lean 69%, remaining fat 4%)","Meat and Meat Products","Processed Meats","1951"
"08E30145","Bacon, Middle Rasher, Grilled, Fat","","Cured, smoked and cooked pork middle rasher comtaining salt, sugar, mineral salts, antioxidant, nitrite, water added. Fat portion only. Grilled.","","Analysed","6.25","0.953","0.000","Nutrients (proximates, vitamins, minerals and fatty acids) are derived from a composite sample of 6 subsamples of lean and fat portions of bacon grilled as purchased and then analysed separately. Brands of middle bacon rashers analysed included 1 x Castle Bacon Co., 1 x Dandy Meats, 1 x Chapmans, 3 x unknown. Samples purchased in Adelaide in 1988 by AGAL. ","lean, rind, cartilage","As cooked 17% (fat)","Meat and Meat Products","Processed Meats","1952"
"08E30146","Bacon, Middle Rasher, Grilled, Lean Only","","Cured, smoked and cooked pork middle rasher containing salt, sugar, mineral salts, antioxidant, nitrite, water added. Grilled, fat portion of rasher removed.","","Analysed","6.25","0.910","0.000","Nutrients (proximates, vitamins, minerals and fatty acids) are derived from a composite sample of 6 subsamples of lean portions of grilled bacon, purchased in Adelaide in 1988 by AGAL. Brands of middle bacon rashers analysed included 1 x Castle Bacon Co., 1 x Dandy Meats, 1 x Chapmans, 3 x unknown. Amino acids derived from bacon.","fat, rind, cartilage","As cooked 69% (lean)","Meat and Meat Products","Processed Meats","1953"
"08E30140","Bacon, Middle Rasher, Raw, 75% Trimmed","","Cured, smoked and cooked pork middle rasher containing salt, sugar, mineral salts, antioxidant, nitrite, water added. 75% of fat removed. ","","Analysed","6.25","0.915","0.000","Majority of nurients (proximates, vitamins and minerals) are derived from composite samples of 6 subsamples of lean and fat portions of raw bacon analysed separately. The data was recombined to represent raw bacon trimmed of 75% separable fat. Brands of lean/fat middle bacon rashers analysed included 1 x Castle Bacon Co., 1 x Dandy Meats, 1 x Chapmans, 3 x unknown. Fatty acid data was imputed from the analysis of grilled middle bacon rashers. Samples purchased in Adelaide in 1988. Amino acids derived from bacon.","Removed fat, rind, cartilage 35%","As purchased 65% (lean 57%, remaining fat 8%)","Meat and Meat Products","Processed Meats","1954"
"08E30147","Bacon, Middle Rasher, Raw, Lean And Fat","","Cured, smoked and cooked pork middle rasher containing salt, sugar, mineral salts, antioxidant, nitrite, water added. ","","Analysed","6.25","0.925","0.000","Majority of nutrients (proximates, vitamins, minerals and fatty acids) are derived from a composite sample of 6 subsamples of lean and fat portions of raw bacon analysed separately. The data was recombined to represent bacon, as purchased. Brands of bacon analysed included 1 x Castle Bacon Co., 1 x Dandy Meats, 1 x Chapmans, 3 x unknown, purchased in Adelaide in 1988. Amino acids derived from bacon.","rind, cartilage","As purchased 89% (lean 57%, fat 32%)","Meat and Meat Products","Processed Meats","1955"
"08E30141","Bacon, Middle Rasher, Raw, Lean Only","","Cured, smoked and cooked lean pork middle rasher comtaining salt, sugar, mineral salts, antioxidant, nitrite, water added. ","","Analysed","6.25","0.910","0.000","Majority of nutrients (proximates, vitamins and minerals) are derived from a composite sample of 6 subsamples of lean portions of raw bacon analysed. Brands of lean middle bacon rashers analysed included 1 x Castle Bacon Co., 1 x Dandy Meats, 1 x Chapmans, 3 x unknown. Fatty acid data was imputed from the analysis of grilled middle bacon rashers.","fat, rind, gristle","As purchased 57% (lean)","Meat and Meat Products","Processed Meats","1956"
"08F10594","Baconburger Patty, Frozen, Fried","","Burger patty commonly containing beef, bacon, vegetable protein, wheat flour, breadcrumbs, onion, bacon flavour, thickener, salt, pepper, mineral salt and water added. Patty fried with either polyunsaturated cooking oil or peanut oil for 3 mins on each side and drained.","","Analysed","6.25","0.920","0.000","Majority of nutrients (proximates, minerals and fatty acids) are derived from a composite sample of 4 products analysed (Gourmet brand), purchased from retail outlets in Sydney in 1984. Vitamins and minerals also derived from a composite sample of 4 products analysed (Gourmet brand), purchased in Adelaide by AGAL in 1988.","nil","100%","Meat and Meat Products","Processed Meats","1957"
"08F10593","Baconburger Patty, Frozen, Grilled","","Burger patty commonly containing beef, bacon, vegetable protein, wheat flour, breadcrumbs, onion, bacon flavour, thickener, salt, pepper, mineral salt and water added. Patty grilled over a high heat for 3 mins each side.","","Analysed","6.25","0.920","0.000","Majority of nutrients (proximates, minerals and fatty acids) are derived from a composite sample of 4 products analysed (Gourmet brand), purchased from retail outlets in Sydney in 1984. Vitamins and minerals also derived from a composite sample of 4 products analysed (Gourmet brand), purchased in Adelaide by AGAL in 1988.","nil","100%","Meat and Meat Products","Processed Meats","1958"
"08E30163","Beef, Corned, 50% Trimmed","","Cured beef containing salt and sodium nitrite. Includes lean portion and half of the fat present when purchased. Generally sold pre-sliced and ready to eat.","","Analysed","6.25","0.918","0.000","Majority of nutrients (proximates, vitamins, minerals and fatty acids) are derived from a composite sample of 6 samples analysed, purchased in Adelaide in 1988 by AGAL. Lean and fat portions sampled. Products analysed included 1 x deli silverside piece, 1 x Castle brand silverside piece, 2 x Chapmans brand silverside piece, 1 x Dons silverside piece, 1 x Chapmans presliced silverside. Proximates, vitamins and minerals also derived from the 1993 Beef Catch Up Program (AGAL). 9 x samples of raw lean and fat portions of corned silverside analysed, purchased from butchers and supermarkets in Adelaide. Samples were boiled for 40 mins per 500 grams in 500 mls of tap water. Each lean and fat portion was homogenised separately and then recombined to form a composite sample. Fatty acids derived from beef four cuts (topside roast, blade steak, sirloin steak, round steak) analysed in 1988 by AGAL. Amino acids derived from beef.","removed fat","As purchased 95% (lean 89%, remaining fat 6%)","Meat and Meat Products","Processed Meats","1959"
"08E30164","Beef, Corned, 75% Trimmed","","Cured beef containing salt and sodium nitrite. Includes lean portion and one quarter of the fat present when purchased. Generally sold pre-sliced and ready to eat.","","Analysed","6.25","0.917","0.000","Majority of nutrients (proximates, vitamins, minerals and fatty acids) are derived from a composite sample of 6 samples analysed, purchased in Adelaide in 1988 by AGAL. Lean and fat portions sampled. Products analysed included 1 x deli silverside piece, 1 x Castle brand silverside piece, 2 x Chapmans brand silverside piece, 1 x Dons silverside piece, 1 x Chapmans presliced silverside. Proximates, vitamins and minerals also derived from the 1993 Beef Catch Up Program (AGAL). Nine x samples of raw lean and fat portions of corned silverside analysed, purchased from butchers and supermarkets in Adelaide. Samples were boiled for 40 mins per 500 grams in 500 mls of tap water. Each lean and fat portion was homogenised separately and then recombined to form a composite sample. Fatty acids derived from beef four cuts (topside roast, blade steak, sirloin steak, round steak) analysed in 1988 by AGAL. Amino acids derived from beef.","removed fat","As purchased 92% (lean 89%, remaining fat 3%)","Meat and Meat Products","Processed Meats","1960"
"08E30161","Beef, Corned, And Cereal, Canned","","Canned product containing beef (80%), cereal (8%), salt, spices, sodium phosphate, sodium nitrite.","","Analysed","6.25","0.920","0.000","Majority of nutrients (proximates, minerals and fatty acids) are derived from a composite sample of 4 products of corned beef with cereal, purchased from retail outlets in Sydney in 1984. Brands analysed included 1 x Boston, 1 x Huttons, 1 x Imperial, 1 x Plain Wrap. Vitamins and minerals are also derived from a composite sample of 4 products, purchased in Adelaide in 1988 by AGAL. Products included 2 x Home Brand Corned Beef with Cereal, 2 x Boston Brand Corned Beef with Cereal). Amino acids derived from beef.","nil","100%","Meat and Meat Products","Processed Meats","1961"
"08E30139","Beef, Corned, Canned","","Canned processed meat product containing cooked beef, salt, sugar, sodium nitrite, water","","Analysed","6.25","0.920","0.000","Majority of nutrients (proximates, vitamins, minerals and fatty acids) are derived from a composite sample of 6 products of canned corned beef analysed, purchased from retail outlets in Sydney in 1984. Brands analysed included 1 x Farmland, 1 x Fray Bentos, 1 x Hamper, 1 x Mayfair, 1 x No Name, 1 x Plumrose. Vitamins and mineral content also derived from a composite sample of 6 canned corned beef products analysed by AGAL in 1988. Brands of products analysed included 2 x Hamper, 2 x Tom Piper, 2 x Farmland. ","nil","100%","Meat and Meat Products","Processed Meats","1962"
"08E30162","Beef, Corned, Lean And Fat","","Cured beef containing salt and sodium nitrite. Lean and fat portions. Generally sold pre-sliced and ready to eat.","","Analysed","6.25","0.920","0.000","Majority of nutrients (proximates, vitamins, minerals and fatty acids) are derived from a composite sample of 6 samples analysed, purchased in Adelaide in 1988 by AGAL. Lean and fat portions sampled. Products analysed included 1 x deli silverside piece, 1 x Castle brand silverside piece, 2 x Chapmans brand silverside piece, 1 x Dons silverside piece, 1 x Chapmans presliced silverside. Proximates, vitamins and minerals also derived from the 1993 Beef Catch Up Program (AGAL). 9 x samples of raw lean and fat portions of corned silverside analysed, purchased from butchers and supermarkets in Adelaide. Samples were boiled for 40 mins per 500 grams in 500 mls of tap water. Each lean and fat portion was homogenised separately and then recombined to form a composite sample. Fatty acids derived from beef four cuts (topside roast, blade steak, sirloin steak, round steak) analysed in 1988 by AGAL. Amino acids derived from beef.","nil","As purchased 100% (lean 89%, fat 11%)","Meat and Meat Products","Processed Meats","1963"
"08E30159","Beef, Corned, Lean Only","","Cured beef containing salt and sodium nitrite. Lean portion only. Generally sold pre-sliced and ready to eat.","","Analysed","6.25","0.916","0.000","Majority of nutrients (proximates, vitamins, minerals and fatty acids) are derived from a composite sample of 6 samples analysed, purchased in Adelaide in 1988 by AGAL. Products analysed included 1 x deli silverside piece, 1 x Castle brand silverside piece, 2 x Chapmans brand  silverside piece, 1 x Dons silverside piece, 1 x Chapmans presliced silverside. Nutrients also derived from the 1993 Beef Catch Up Program (AGAL). Composite sample of  9 x raw lean portions of corned silverside analysed, purchased from butchers and supermarkets in Adelaide. Samples were boiled for 40 mins per 500 grams in 500 mls of tap water. Amino acids derived from beef.","fat","As purchased 89% (lean)","Meat and Meat Products","Processed Meats","1964"
"08E30123","Berliner","","Processed delicatessen meat commonly used as a sandwich topping. Contains pork, water, salt, sodium phosphate, sugar, sodium erythorbate, spices, sodium nitrite, smoke.","","Analysed","6.25","0.920","0.000","Majority of nutrients (proximates, vitamins, minerals and fatty acids) are  derived from a composite sample of 2 brands (1 product of each) of berliner fleischwurst, purchased in Sydney in 1981/82. Vitamins and minerals are also derived from a composite sample of 6 products analysed by AGAL in 1989. Brands of berliner analysed included 2 x Steinhoffs, 1 x each of  Don, Presto, Standom,  and 1 x unknown. Products were purchased from supermarkets/delis in Adelaide in 1989. I, Ca, Na, K are also derived from a composite sample of 8 luncheon meats, purchased in Melbourne and analysed in 2006. Origin of fibre value is uncertain but was published in NUTTAB 95.","nil","100%","Meat and Meat Products","Processed Meats","1965"
"08F10591","Braised Steak And Onions, Canned, Heated","","Canned product commonly containing beef steak, onion, cereal, tomato, salt, spice and water added.","","Analysed","6.25","0.920","0.000","Majority of nutrients (proximates, vitamins and fatty acids) are derived from a composite sample of 4 braised steak and onion products (2 x Kraft, 2 x Pecks), purchased from Sydney retail outlets in 1984. Samples were emptied from the can and heated in a saucepan on medium heat with gentle stirring until cooked. Minerals and vitamins also derived from a composite sample of 4 braised steak and onion products analysed (2 x Kraft, 2 x Home Brand), purchased from supermarkets in Adelaide in 1988. Samples were emptied from the can and heated gently to simmer for a few minutes.","nil","100%","Meat and Meat Products","Processed Meats","1966"
"08E30137","Brawn","","Jellied meat mixture, also known as presswurst. Commonly contains pork, but may also contain chicken. Other ingredients include vinegar, spices, salt, thickener (gelatine), cereal, soy protein, sugars, antioxidant, mineral salts, sodium nitrate and water.","","Analysed","6.25","0.920","0.000","Proximates, vitamins, minerals and fatty acids are derived from a composite sample of 6 products analysed, purchased by AGAL in Adelaide in 1988. Brands analysed included 1 x Del (pork brawn), 2 x Dons (pork brawn), 2 x Don (presswurst), 1 x Steinhoff (pork/chicken presswurst).","nil","100%","Meat and Meat Products","Processed Meats","1967"
"08E30138","Camp Pie, Canned","","Canned product containing beef, mutton, mechanically deboned meat, water, wheat starch, gluten, salt, spices, sodium erythorbate and sodium nitrite. ","","Analysed","6.25","0.920","0.000","Majority of nutrients (proximates, vitamins, minerals and fatty acids) are derived from a composite sample of 4 brands analysed (1 sample of each brand) of camp pie, purchased from retail outlets in Sydney in 1984. Brands analysed included 1 x Huttons, 1 x Imperial, 1 x Plain Wrap, 1 x Tom Piper. Vitamin and mineral content also derived from a composite sample of 6 products analysed by AGAL in 1988. Products analysed included 2 x Tom Piper, 2 x Home Brand, 2 x Imperial.","nil","100%","Meat and Meat Products","Processed Meats","1968"
"08E30160","Chicken, Processed Luncheon Meat, Low Or Reduced Fat","","Processed chicken meat product, generally sold pre-sliced and intended for addition to sandwich type foods. Formulated to be low in fat (less than 3 g/100 g). Typical ingredients include water, soy protein, thickener, salt and sugar.","","Analysed","6.25","0.945","0.000","Values determined in a composite sample of 8 purchases (2 each of Don, Hans, Primo and Steggles) in Melbourne in January 2006. ","Nil","100%","Meat and Meat Products","Processed Meats","1969"
"08E30125","Devon Or Fritz","","Processed sandwich meat containing pork, beef, starch, soy protein, cereal, sugar, spices, antioxidants, sodium nitrate/nitrite, water.","","Analysed","6.25","0.920","0.000","Majority of nutrients (proximates, vitamins, mierals and fatty acids) are derived from a composite sample of 5 brands of devon and 1 brand of fritz, purchased in Sydney in 1981/82. Vitamins and minerals also derived from a composite sample of 6 products analysed by AGAL in 1989. Brands of  fritz/devon analysed included 1 x Steinhoffs fritz slices, 1 x Dom fritz slices, 1 x Dandy fritz sausage, 1 x Chapman fritz stub, 1 x Castle fritz stub, 1 x fritz stub (brand unknown). I, Ca, Na, K also derived from a composite sample of 8 luncheon meats, purchased and analysed in Melbourne in 2006. Origin of fibre value is uncertain but was published in NUTTAB 95.","nil","100%","Meat and Meat Products","Processed Meats","1970"
"08E20071","Frankfurt, Canned, Heated, Drained","","Canned frankfurt containing meat (including pork), skim millk powder, salt, potato starch, flavour enhancer, mineral salt, spices, sodium nitrite, water added. Heated as per can instructions and drained before consumed.","","Analysed","6.25","0.920","0.000","Majority of nutrients (proximates, minerals and fatty acids) are derived from a composite sample of 3 samples of Plumrose products (1 x hot dog, 1 x frankfurt, 1 x cocktail frankfurt), purchased from retail outlets in Sydney in 1984.  Products were heated in brine to just below boiling and then drained before analysis.  Vitamins are derived from a composite sample of 6 samples analysed, purchased in Adelaide in 1988 by AGAL. Samples of frankfurts analysed included 2 x Plumrose hotdogs, 2 x Plumrose cocktail frankfurts, 2 x Plumrose frankfurts. Products were prepared as per can instructions: heat until almost boiling, remove from heat, leave for 5 mins, drain and serve.","nil","100% (drained frankfurts)","Meat and Meat Products","Processed Meats","1971"
"08E20060","Frankfurt, Simmered","","Frankfurts sold loose and in vacuum packs, simmered, drained. Commonly contains pork, beef (may also contain mutton and veal), cereal, salt, sugar, spices, soy protein, flavours, preservative, sodium nitrite, water added.","","Analysed","6.25","0.920","0.000","Majority of nutrients (proximates, vitamins, minerals and fatty acids) are derived from a composite sample of 5 brands of frankfurters, purchased in Sydney in 1981/82. A composite sample of 6 products of frankfurts was also analysed by AGAL in 1989. Brands analysed included 2 x Homebrand (1 x cocktail franks, 1 x franks), 1 x Farmers Union (continental franks), 1 x Dandy (franks), 2 x unknown brand (continental franks).","Nil","100%","Meat and Meat Products","Processed Meats","1972"
"08E30135","Garlic Roll","","Processed and flavoured sandwich meat, commonly containing pork, mutton, meat, cereal, soy protein, milk protein, salt, sugar, herbs, spices, antioxidant, sodium nitrite, water added.","","Analysed","6.25","0.920","0.000","Majority of nutrients (proximates, vitamins, minerals and fatty acids) are derived from a composite sample of 3 brands of garlic roll, purchased in Sydney in 1981/82. A composite sample of 6 products of garlic roll was also analysed by AGAL in 1989. Brands analysed included 1 x Chapmans (garlic fritz), 2 x Dandy (garlic fritz), 1 x Watsonia (garlic), 1 x Woolworths (garlic flavoured luncheon), 1 x Homebrand (garlic flavoured luncheon). I, Ca, Na, K are also derived from a composite sample of 8 luncheon meats, purchased and analysed in Melbourne in 2006. ","nil","100%","Meat and Meat Products","Processed Meats","1973"
"08E30134","Ham And Chicken Roll","","Processed, thinly sliced meat commonly containing pork, beef, chicken, cereal, salt, sugar, spices, soy protein, antioxidant, sodium nitrate/sodium nitrite, water added.","","Analysed","6.25","0.920","0.000","Majority of nutrients (proximates, vitamins, minerals and fatty acids) are derived from a composite sample of 3 brands of ham & chicken roll, purchased in Sydney in 1981/82. A composite sample of 6 products of ham & chicken roll was also analysed by AGAL in 1989. Brands analysed included 1 x Chapmans (ham & chicken flavoured fritz), 1 x Homebrand (ham & chicken flavoured luncheon), 1 x Woolworths (ham & chicken flavoured luncheon), 1 x Farmland (ham & chicken flavoured luncheon), 1 x Dandy (ham & chicken flavoured fritz), 1 x Watsonia (ham & chicken, slices). I, Ca, Na, K also derived from a composite sample of 8 luncheon meats, purchased and analysed in Melbourne in 2006.","nil","100%","Meat and Meat Products","Processed Meats","1974"
"08E30152","Ham Steak, Grilled","","Smoked ham steak containing manufactured meat, pork, salt, soya protein, sugar, potato flour, mineral salts, antioxidant, flavours, preservatives, sodium nitrite, water added. Grilled before consumed.","","Analysed","6.25","0.913","0.000","Nutrients (proximates, vitamins, minerals and fatty acids) are derived from a composite sample of 4 products analysed, purchased in Adelaide in 1988 by AGAL. Products analysed included 1 x Woolworths Hawaiian Ham Steak, 1 x SA Smoked Ham Steak, 1 x Garibaldi Ham Steak, 1 x unknown.","nil","100%","Meat and Meat Products","Processed Meats","1975"
"08E30151","Ham Steak, Raw","","Smoked ham steak comtaining manufactured meat, pork, salt, soya protein, sugar, potato flour, mineral salts, antioxidant, flavours, preservatives, sodium nitrite, water added.","","Analysed","6.25","0.913","0.000","Majority of nutrients (proximates, vitamins, minerals and fatty acids) are derived from a composite sample of 4 products analysed, purchased in Adelaide in 1988 by AGAL. Products analysed included 1 x Woolworths Hawaiian Ham Steak, 1 x SA Bacon Smoked Ham Steak, 1 x Garibaldi Ham Steak, 1 x unknown. Minerals also derived from additional analyses undertaken in 2004 for the 22nd ATDS: 1 x sample of leg ham purchased from Vic, SA, and Qld. Trace elements derived from 6 samples of leg ham analysed (2 x Vic, 2 x SA, 2 x Qld). Heavy metals derived from a composite sample of 21 leg ham samples, analysed for the 20th ATDS (3 x NSW, 3 x NT, 3 x Qld, 3 x SA, 3 x Tas, 3 x Vic, 3 x WA). Fatty acids determined in combined lean and fat from leg ham, together with shoulder ham. Amino acids imputed from bacon. Carotenes are imputed.","nil","100%","Meat and Meat Products","Processed Meats","1976"
"08E30155","Ham, Leg, Canned, Lean And Fat","","Canned leg ham containing pork, gelatine, salt, mineral salt, agar, sugar, antioxidant, sodium nitrite, water.","","Analysed","6.25","0.911","0.000","Majority of nutrients (proximates, vitamins, minerals and fatty acids) are derived from a composite sample of 10 brands analysed, purchased from retail outlets in Sydney in 1984. Brands of canned leg ham analysed included 1 x Castle, 1 x Coles, 1 x Dak, 1 x Don, 1 x Farmland, 1 x K.R. Darling Downs, 1 x Mayfair, 1 x No Frills, 1 x Plumrose, 1 x Trump. Amino acids derived from bacon.","nil","100% (lean, fat, jelly)","Meat and Meat Products","Processed Meats","1977"
"08E30154","Ham, Leg, Non-Canned, Lean And Fat","","Cured leg ham containing pork, starch, salt, mineral salts, sugar, antioxidant, sodium nitrite, spices, water. Lean and fat portions of ham.","","Analysed","6.25","0.913","0.000","Majority of nutrients (proximates, vitamins and minerals) are derived from a composite sample of 5 brands analysed, purchased from retail outlets in Sydney in 1984. Samples analysed included 5 x boned pressed slices from delicatessens, 1 x off-the-bone slice from a department store, 1 x Farmland packaged slices, 1 x Mayfair packaged slices, 1 x Watsonia packages slices. Minerals (I, Ca, Na, K, Se, Cr, N, Mo, P, Mn, Cl) also determined in leg ham analysed (2 x Vic, 2 x SA, 2 x Qld), purchased in 2004. Heavy metals derived from a composite sample of 21 leg ham samples, analysed for the 20th ATDS (3 x NSW, 3 x NT, 3 x Qld, 3 x SA, 3 x Tas, 3 x Vic, 3 x WA). Fatty acids determined in combined lean and fat from leg ham, together with shoulder ham. Amino acids imputed from bacon. Carotenes are imputed. ","gristle, rind","As purchased 99% (lean 92%, fat 7%)","Meat and Meat Products","Processed Meats","1978"
"08E30153","Ham, Leg, Non-Canned, Lean Only","","Cured leg ham containing pork, starch, salt, mineral salts, sugar, antioxidant, sodium nitrite, spices, water. All separable fat removed. ","","Analysed","6.25","0.910","0.000","Majority of nutrients (proximates, vitamins and minerals) are derived from a composite sample of 5 brands analysed, purchased from retail outlets in Sydney in 1984. Samples analysed included 5 x boned pressed slices from delicatessens, 1 x off-the-bone slice from a department store, 1 x Farmland packaged slices, 1 x Mayfair packaged slices, 1 x Watsonia packaged slices. Minerals also derived from additional analyses undertaken in 2004 for the 22nd ATDS: 1 x sample of leg ham purchased from Vic, SA, and Qld. Trace elements derived from 6 samples of leg ham analysed (2 x Vic, 2 x SA, 2 x Qld). Heavy metals derived from a composite sample of 21 leg ham samples, analysed for the 20th ATDS (3 x NSW, 3 x NT, 3 x Qld, 3 x SA, 3 x Tas, 3 x Vic, 3 x WA). Fatty acids determined in combined lean and fat from leg ham, together with shoulder ham. Amino acids imputed from bacon. Carotenes are imputed.","fat, gristle, rind","As purchased 92% (lean)","Meat and Meat Products","Processed Meats","1979"
"08E30157","Ham, Shoulder, Canned, Lean And Fat","","Canned shoulder ham containing pork, salt, gelatine, mineral salt, agar, sugar, antioxidant, sodium erythorbate, sodium nitrite, sodium phosphate, water.","","Analysed","6.25","0.912","0.000","Nutrients (proximates, vitamins, minerals and fatty acids) are derived from a composite sample of 5 brands analysed, purchased from retail outlets in Sydney in 1984. Brands of canned shoulder ham analysed included 1 x Castle, 1 x K.R. Darling Downs, 1 x Mayfair, 2 x Plumrose. Amino acids imputed from bacon. Carotenes are imputed.","nil","100% (lean, fat, jelly)","Meat and Meat Products","Processed Meats","1980"
"08E30156","Ham, Shoulder, Non-Canned, Lean And Fat","","Pressed shoulder ham. ","","Analysed","6.25","0.911","0.000","Nutrients (proximates, vitamins, minerals and fatty acids) are derived from a composite sample of 5 x samples of boned, pressed slices of shoulder ham purchased from delicatessens in Sydney in 1984. Fatty acids determined in combined lean and fat from leg ham, together with shoulder ham.","nil","100% (lean 98%, fat 2%)","Meat and Meat Products","Processed Meats","1981"
"08F10592","Hamburger Patty, Crumbed, Frozen, Fried","","Hamburger patty commonly containing beef, wheat flour, onion, salt, herbs, spices, mineral salts and water added. Patty covered with breadcrumbs. Fried in either polyunsaturated cooking oil or peanut oil for 3 mins each side and drained.","","Analysed","6.25","0.923","0.000","Majority of nutrients (proximates, minerals and fatty acids) are derived from a composite sample of 4 products analysed (2 x Big Country brand, 2 x Susans brand), purchased from Sydney retail outlets in 1984. Vitamins and minerals also derived from a composite sample of 4 products analysed (2 x Holco brand, 2 x Birdseye brand), purchased in Adelaide by AGAL in 1988.","nil","100%","Meat and Meat Products","Processed Meats","1982"
"08F10596","Hamburger Patty, Frozen, Fried","","Hamburger patty commonly containing beef, cereal, TVP, salt, spices, tomato, herbs, spices, mineral salt, monosodium glutamate, onion, water added. Patty fried with either polyunsaturated cooking oil or hot peanut oil for 3 mins each side and drained.","","Analysed","6.25","0.920","0.000","Majority of nutrients (proximates, minerals and fatty acids) are derived from a composite sample of 9 brands analysed (1 x Birdseye, 1 x Fabulous, 1 x Farmland, 1 x Gourmet, 1 x Home Brand, 1 x No Name, 1 x Plain Wrap, 1 x Torino, 1 x Woolworths), purchased from retail outlets in Sydney in 1984. Vitamins and minerals also derived from a composite sample of 6 brands analysed (1 x Birdseye, 1 x Farmland, 1 x Chicko, 1 x I & J, 1 x Regency Food, 1 x Generic Blue and White), purchased in Adelaide by AGAL in 1988.","nil","100%","Meat and Meat Products","Processed Meats","1983"
"08F10595","Hamburger Patty, Frozen, Grilled","","Hamburger patty commonly containing beef, cereal, vegetable protein, salt, spices, tomato, herbs, spices, mineral salt, monosodium glutamate, onion, water added. Purchased frozen. Patty grilled under a hot grill for 3 mins each side.","","Analysed","6.25","0.923","0.000","Majority of nutrients (proximates, minerals and fatty acids) are derived from a composite sample of 9 brands analysed (1 x Birdseye, 1 x Fabulous, 1 x Farmland, 1 x Gourmet, 1 x Home Brand, 1 x No Name, 1 x Plain Wrap, 1 x Torino, 1 x Woolworths), purchased from retail outlets in Sydney in 1984. Vitamins and minerals also derived from a composite sample of 6 brands analysed (1 x Birdseye, 1 x Farmland, 1 x Chicko, 1 x I & J, 1 x Regency Food, 1 x Generic Blue and White), purchased in Adelaide by AGAL in 1988.","nil","100%","Meat and Meat Products","Processed Meats","1984"
"13B10159","Irish Stew, Canned, Heated","","Canned product commonly containing vegetables (potatoes, carrots, peas), thickener, wheat flour, salt, hydrolysed vegetable protein, flavour enhancer, spices, sodium nitrite, water added.","","Analysed","6.25","0.950","0.000","Majority of nutrients (proximates, minerals and fatty acids) are derived from a composite sample of 5 products analysed (1 x Farmland, 1 x Harvest, 1 x No Frills, 1 x Plain Wrap, 1 x Tom Piper), purchased from retail outlets in Sydney in 1984. Vitamins and minerals also derived from a composite sample of 6 products analysed (2 x Tom Piper, 2 x Harvest, 2 x Home Brand), purchased in Adelaide by AGAL in 1988.","nil","100%","Meat and Meat Products","Processed Meats","1985"
"08E30136","Kabana, Processed Meat","","Processed sausage type meat commonly made from pork, beef, salt, seasoning, antioxidant, sodium nitrite, water added.","","Analysed","6.25","0.920","0.000","Nutrients derived from a composite sample of 6 products analysed by AGAL in South Australia in 1988. Brands analysed included 1 x Chapmans, 2 x Dandy, 1 x Farmland, 1 x Woolworths, 1 x Blue Ribbon.","nil","100%","Meat and Meat Products","Processed Meats","1986"
"08E40013","Liverwurst, Commercial","","Mildly spiced pate made from blended liver, typically pork liver.","","Analysed","6.25","0.920","0.000","Majority of nutrients (proximates, vitamins, minerals and fatty acids) are derived from a composite sample of 3 types of liverwurst (1 x calf, 1 x chicken and 4 x unspecified), purchased in Sydney in 1981/82. Vitamins and minerals also derived from a composite sample of 6 samples of liverwurst (2 x Dandy brand (German style liverwurst knob; Latvian leberwurst knob), 2 x Knolls brand (Latvian liverwurst; German liverwurst); 2 x Don brand (both Latvian liverwurst)), purchased in Adelaide in 1988.","nil","100%","Meat and Meat Products","Processed Meats","1987"
"08E40015","Meat Paste","","Meat paste commonly containing meat (beef/lamb/cured pork/chicken), milk solids, salt, wheat flour, soya protein, flavours, spices, sugar sodium nitrate, antioxidant, monosodium glutamate, yeast extract, water added. ","","Analysed","6.25","0.920","0.000","Nutrients (proximates, vitamins, minerals and fatty acids) are derived from a composite sample of 6 products analysed (1 x Masterfoods Pepper Steak Spread, 1 x Masterfoods Devilled Chicken Spread, 1 x Masterfoods Devilled Ham Spread, 1 x Masterfoods Chicken & Beef Spread, 1 x Peck Chicken & Ham Spread, 1 x Peck Devilled Ham Spread). ","nil","100%","Meat and Meat Products","Processed Meats","1988"
"08E30126","Mortadella","","Processed sandwich meat made from pork, veal, salt, spices, sodium nitrite, water.","","Analysed","6.25","0.920","0.000","Majority of nutrients (proximates, vitamins, minerals and fatty acids) are derived from a composite sample of 3 brands of mortadella purchased in Sydney in 1981/82. Vitamins and minerals also derived from a composite sample of 6 products analysed by AGAL in 1989. Brands of mortadella analysed included 2 x Tibaldi, 1 x Coles deli, 1 x Garibaldi, 1 x Watsonia, 1 x unknown. Fibre is imputed.","nil","100%","Meat and Meat Products","Processed Meats","1989"
